Total Words are: 4331
----------------------------------------------
Word            	Freq.	Probability
sparrow         	3	0.0006926807
express         	3	0.0006926807
common          	3	0.0006926807
ser             	3	0.0006926807
movie           	3	0.0006926807
initially       	3	0.0006926807
ranked          	3	0.0006926807
lccn            	3	0.0006926807
point           	3	0.0006926807
baelor          	3	0.0006926807
change          	3	0.0006926807
bill            	3	0.0006926807
dominic         	3	0.0006926807
uses            	3	0.0006926807
queen           	3	0.0006926807
sakharov        	3	0.0006926807
prequels        	3	0.0006926807
anna            	3	0.0006926807
run             	3	0.0006926807
76              	3	0.0006926807
71              	3	0.0006926807
camera          	3	0.0006926807
similar         	3	0.0006926807
ordered         	3	0.0006926807
parser          	3	0.0006926807
influence       	3	0.0006926807
revision        	3	0.0006926807
dillane         	3	0.0006926807
rise            	3	0.0006926807
vice            	3	0.0006926807
walker          	3	0.0006926807
baby            	3	0.0006926807
centers         	3	0.0006926807
details         	3	0.0006926807
pay             	3	0.0006926807
knight          	3	0.0006926807
filled          	3	0.0006926807
39              	3	0.0006926807
broken          	3	0.0006926807
36              	3	0.0006926807
named           	3	0.0006926807
win             	3	0.0006926807
private         	3	0.0006926807
clegane         	3	0.0006926807
mackevision     	3	0.0006926807
upcoming        	3	0.0006926807
talks           	3	0.0006926807
nypd            	3	0.0006926807
alik            	3	0.0006926807
do              	3	0.0006926807
process         	3	0.0006926807
bones           	3	0.0006926807
hit             	3	0.0006926807
serial          	3	0.0006926807
brian           	3	0.0006926807
gregory         	3	0.0006926807
light           	3	0.0006926807
encyclopedia    	3	0.0006926807
produced        	3	0.0006926807
dan             	3	0.0006926807
warner          	3	0.0006926807
83              	3	0.0006926807
84              	3	0.0006926807
your            	3	0.0006926807
g               	3	0.0006926807
could           	3	0.0006926807
isbn            	3	0.0006926807
final           	3	0.0006926807
quarry          	3	0.0006926807
lists           	3	0.0006926807
ben             	3	0.0006926807
holland         	3	0.0006926807
need            	3	0.0006926807
agency          	3	0.0006926807
future          	3	0.0006926807
away            	3	0.0006926807
charles         	3	0.0006926807
lloyd           	3	0.0006926807
earned          	3	0.0006926807
downstairs      	3	0.0006926807
centralnotice   	3	0.0006926807
cache           	3	0.0006926807
credited        	3	0.0006926807
andreeva        	3	0.0006926807
121             	3	0.0006926807
gleeson         	3	0.0006926807
jaime           	3	0.0006926807
edition         	3	0.0006926807
interview       	3	0.0006926807
nellie          	3	0.0006926807
podcasts        	3	0.0006926807
secrets         	3	0.0006926807
baelish         	3	0.0006926807
less            	3	0.0006926807
sources         	3	0.0006926807
tca             	3	0.0006926807
fairley         	3	0.0006926807
282             	3	0.0006926807
government      	3	0.0006926807
become          	3	0.0006926807
works           	3	0.0006926807
119             	3	0.0006926807
jeremy          	3	0.0006926807
broad           	3	0.0006926807
1986            	3	0.0006926807
1987            	3	0.0006926807
1985            	3	0.0006926807
van             	3	0.0006926807
additional      	3	0.0006926807
1988            	3	0.0006926807
count           	3	0.0006926807
josh            	3	0.0006926807
ruling          	3	0.0006926807
catch           	3	0.0006926807
irish           	3	0.0006926807
replica         	3	0.0006926807
our             	3	0.0006926807
girl            	3	0.0006926807
45              	3	0.0006926807
dresses         	3	0.0006926807
star            	3	0.0006926807
inspiration     	3	0.0006926807
child           	2	0.0004617871
saved           	2	0.0004617871
assembled       	2	0.0004617871
whose           	2	0.0004617871
placed          	2	0.0004617871
namespaces      	2	0.0004617871
confederate     	2	0.0004617871
special         	2	0.0004617871
4732            	2	0.0004617871
commons         	2	0.0004617871
vector          	2	0.0004617871
enjoy           	2	0.0004617871
ken             	2	0.0004617871
274             	2	0.0004617871
275             	2	0.0004617871
276             	2	0.0004617871
278             	2	0.0004617871
jessica         	2	0.0004617871
bittorrent      	2	0.0004617871
lights          	2	0.0004617871
screams         	2	0.0004617871
active          	2	0.0004617871
101             	2	0.0004617871
104             	2	0.0004617871
atmos           	2	0.0004617871
espenson        	2	0.0004617871
study           	2	0.0004617871
fantastic       	2	0.0004617871
brought         	2	0.0004617871
mw1273          	2	0.0004617871
until           	2	0.0004617871
ward            	2	0.0004617871
shoot           	2	0.0004617871
word            	2	0.0004617871
worn            	2	0.0004617871
559             	2	0.0004617871
orion           	2	0.0004617871
want            	2	0.0004617871
worse           	2	0.0004617871
mouse           	2	0.0004617871
infringement    	2	0.0004617871
answer          	2	0.0004617871
beauty          	2	0.0004617871
replacing       	2	0.0004617871
parallel        	2	0.0004617871
purchase        	2	0.0004617871
animated        	2	0.0004617871
personal        	2	0.0004617871
tourist         	2	0.0004617871
lambert         	2	0.0004617871
roose           	2	0.0004617871
prize           	2	0.0004617871
naharis         	2	0.0004617871
alex            	2	0.0004617871
debut           	2	0.0004617871
diana           	2	0.0004617871
mdy             	2	0.0004617871
washed          	2	0.0004617871
millions        	2	0.0004617871
independence    	2	0.0004617871
241             	2	0.0004617871
240             	2	0.0004617871
wanted          	2	0.0004617871
privacy         	2	0.0004617871
silicon         	2	0.0004617871
170             	2	0.0004617871
203             	2	0.0004617871
needed          	2	0.0004617871
rates           	2	0.0004617871
listed          	2	0.0004617871
dogs            	2	0.0004617871
serve           	2	0.0004617871
enwiki          	2	0.0004617871
helen           	2	0.0004617871
breaker         	2	0.0004617871
tree            	2	0.0004617871
livejournal     	2	0.0004617871
friend          	2	0.0004617871
upset           	2	0.0004617871
seen            	2	0.0004617871
sue             	2	0.0004617871
scripts         	2	0.0004617871
coin            	2	0.0004617871
zealand         	2	0.0004617871
spend           	2	0.0004617871
pointy          	2	0.0004617871
ambassador      	2	0.0004617871
seriesamerican  	2	0.0004617871
peaks           	2	0.0004617871
amazon          	2	0.0004617871
wedding         	2	0.0004617871
report          	2	0.0004617871
earn            	2	0.0004617871
gendry          	2	0.0004617871
sandkings       	2	0.0004617871
04              	2	0.0004617871
09              	2	0.0004617871
melissa         	2	0.0004617871
warrior         	2	0.0004617871
khaleesi        	2	0.0004617871
loading         	2	0.0004617871
climate         	2	0.0004617871
bran            	2	0.0004617871
melisandre      	2	0.0004617871
represented     	2	0.0004617871
barack          	2	0.0004617871
union           	2	0.0004617871
dozens          	2	0.0004617871
2422            	2	0.0004617871
worked          	2	0.0004617871
spin            	2	0.0004617871
tonight         	2	0.0004617871
adaptations     	2	0.0004617871
actresses       	2	0.0004617871
exterior        	2	0.0004617871
saw             	2	0.0004617871
kirschling      	2	0.0004617871
satellite       	2	0.0004617871
tops            	2	0.0004617871
portal          	2	0.0004617871
tune            	2	0.0004617871
1973            	2	0.0004617871
client          	2	0.0004617871
gods            	2	0.0004617871
greys           	2	0.0004617871
assigned        	2	0.0004617871
portrayed       	2	0.0004617871
noscript        	2	0.0004617871
tagline         	2	0.0004617871
cinematographers	2	0.0004617871
answers         	2	0.0004617871
board           	2	0.0004617871
julie           	2	0.0004617871
gift            	2	0.0004617871
56              	2	0.0004617871
security        	2	0.0004617871
www             	2	0.0004617871
gawker          	2	0.0004617871
206             	2	0.0004617871
1396            	2	0.0004617871
subscriptions   	2	0.0004617871
530             	2	0.0004617871
alien           	2	0.0004617871
months          	2	0.0004617871
azure           	2	0.0004617871
civil           	2	0.0004617871
son             	2	0.0004617871
raises          	2	0.0004617871
coastal         	2	0.0004617871
documentelement 	2	0.0004617871
saraiya         	2	0.0004617871
222             	2	0.0004617871
25th            	2	0.0004617871
ni              	2	0.0004617871
interested      	2	0.0004617871
node            	2	0.0004617871
brothers        	2	0.0004617871
weekend         	2	0.0004617871
longer          	2	0.0004617871
assume          	2	0.0004617871
hope            	2	0.0004617871
themed          	2	0.0004617871
reviewers       	2	0.0004617871
comments        	2	0.0004617871
skin            	2	0.0004617871
debra           	2	0.0004617871
devoted         	2	0.0004617871
zone            	2	0.0004617871
father          	2	0.0004617871
string          	2	0.0004617871
jezebel         	2	0.0004617871
navbox          	2	0.0004617871
mcnamara        	2	0.0004617871
parker          	2	0.0004617871
prevent         	2	0.0004617871
talked          	2	0.0004617871
says            	2	0.0004617871
colin           	2	0.0004617871
goes            	2	0.0004617871
scripted        	2	0.0004617871
rosenberg       	2	0.0004617871
wildling        	2	0.0004617871
thirtysomething 	2	0.0004617871
flaggedrevs     	2	0.0004617871
along           	2	0.0004617871
toolbar         	2	0.0004617871
boy             	2	0.0004617871
male            	2	0.0004617871
usually         	2	0.0004617871
bob             	2	0.0004617871
extra           	2	0.0004617871
bloody          	2	0.0004617871
crisis          	2	0.0004617871
super           	2	0.0004617871
scope           	2	0.0004617871
angels          	2	0.0004617871
today           	2	0.0004617871
club            	2	0.0004617871
commissioned    	2	0.0004617871
walled          	2	0.0004617871
sellsword       	2	0.0004617871
believes        	2	0.0004617871
values          	2	0.0004617871
birnbaum        	2	0.0004617871
address         	2	0.0004617871
crazy           	2	0.0004617871
agent           	2	0.0004617871
238             	2	0.0004617871
boxing          	2	0.0004617871
hitfix          	2	0.0004617871
contracts       	2	0.0004617871
aol             	2	0.0004617871
stuart          	2	0.0004617871
produce         	2	0.0004617871
eighth          	2	0.0004617871
nomadic         	2	0.0004617871
122             	2	0.0004617871
travel          	2	0.0004617871
talk            	2	0.0004617871
schwartz        	2	0.0004617871
accolades       	2	0.0004617871
cold            	2	0.0004617871
still           	2	0.0004617871
group           	2	0.0004617871
policy          	2	0.0004617871
936             	2	0.0004617871
outside         	2	0.0004617871
tucker          	2	0.0004617871
twilight        	2	0.0004617871
lies            	2	0.0004617871
bradley         	2	0.0004617871
154289          	2	0.0004617871
friday          	2	0.0004617871
hacked          	2	0.0004617871
1000000         	2	0.0004617871
ascendant       	2	0.0004617871
prostitutes     	2	0.0004617871
cut             	2	0.0004617871
card            	2	0.0004617871
origin          	2	0.0004617871
benefited       	2	0.0004617871
potter          	2	0.0004617871
sounds          	2	0.0004617871
raped           	2	0.0004617871
necessarily     	2	0.0004617871
television_ratings_graph	2	0.0004617871
cite            	2	0.0004617871
frasier         	2	0.0004617871
eyes            	2	0.0004617871
boomtown        	2	0.0004617871
alan            	2	0.0004617871
require         	2	0.0004617871
protected       	2	0.0004617871
sophie          	2	0.0004617871
reflist         	2	0.0004617871
remained        	2	0.0004617871
michele         	2	0.0004617871
turner          	2	0.0004617871
veteran         	2	0.0004617871
connell         	2	0.0004617871
bleich          	2	0.0004617871
seaworth        	2	0.0004617871
performance     	2	0.0004617871
game_of_thrones_ratings	2	0.0004617871
klis            	2	0.0004617871
201             	2	0.0004617871
200             	2	0.0004617871
202             	2	0.0004617871
multiple        	2	0.0004617871
204             	2	0.0004617871
16952           	2	0.0004617871
falls           	2	0.0004617871
librarian       	2	0.0004617871
detective       	2	0.0004617871
shot            	2	0.0004617871
outrage         	2	0.0004617871
enthusiasm      	2	0.0004617871
220             	2	0.0004617871
get             	2	0.0004617871
cite_web        	2	0.0004617871
kellie          	2	0.0004617871
settings        	2	0.0004617871
vision          	2	0.0004617871
sandor          	2	0.0004617871
salesman        	2	0.0004617871
subsequent      	2	0.0004617871
cities          	2	0.0004617871
come            	2	0.0004617871
dates           	2	0.0004617871
cagney          	2	0.0004617871
cite_news       	2	0.0004617871
lovrijenac      	2	0.0004617871
senator         	2	0.0004617871
60              	2	0.0004617871
67              	2	0.0004617871
associated      	2	0.0004617871
combined        	2	0.0004617871
506             	2	0.0004617871
engine          	2	0.0004617871
readings        	2	0.0004617871
isabella        	2	0.0004617871
engelen         	2	0.0004617871
lacey           	2	0.0004617871
ehle            	2	0.0004617871
middle          	2	0.0004617871
bronn           	2	0.0004617871
harsh           	2	0.0004617871
wikipediawikipedia	2	0.0004617871
document        	2	0.0004617871
running         	2	0.0004617871
wired           	2	0.0004617871
anticipated     	2	0.0004617871
roughly         	2	0.0004617871
comes           	2	0.0004617871
charged         	2	0.0004617871
objectifying    	2	0.0004617871
lonesome        	2	0.0004617871
around          	2	0.0004617871
simmons         	2	0.0004617871
stranger        	2	0.0004617871
twelve          	2	0.0004617871
morghulis       	2	0.0004617871
provided        	2	0.0004617871
082             	2	0.0004617871
central         	2	0.0004617871
favorite        	2	0.0004617871
act             	2	0.0004617871
mixed           	2	0.0004617871
road            	2	0.0004617871
ladies          	2	0.0004617871
fundraising     	2	0.0004617871
references      	2	0.0004617871
feudal          	2	0.0004617871
stars           	2	0.0004617871
valley          	2	0.0004617871
delayed         	2	0.0004617871
roush           	2	0.0004617871
gone            	2	0.0004617871
leaked          	2	0.0004617871
accents         	2	0.0004617871
hound           	2	0.0004617871
roses           	2	0.0004617871
podeswa         	2	0.0004617871
terri           	2	0.0004617871
natalie         	2	0.0004617871
calls           	2	0.0004617871
invest          	2	0.0004617871
hello           	2	0.0004617871
songs           	2	0.0004617871
chinese         	2	0.0004617871
splitting       	2	0.0004617871
deadline        	2	0.0004617871
cameron         	2	0.0004617871
liam            	2	0.0004617871
claire          	2	0.0004617871
case            	2	0.0004617871
premium         	2	0.0004617871
accompanying    	2	0.0004617871
things          	2	0.0004617871
sand            	2	0.0004617871
199             	2	0.0004617871
198             	2	0.0004617871
197             	2	0.0004617871
192             	2	0.0004617871
design          	2	0.0004617871
further         	2	0.0004617871
creatures       	2	0.0004617871
richard         	2	0.0004617871
charinsert      	2	0.0004617871
version         	2	0.0004617871
public          	2	0.0004617871
gozo            	2	0.0004617871
strong          	2	0.0004617871
admits          	2	0.0004617871
ahead           	2	0.0004617871
pcache          	2	0.0004617871
amount          	2	0.0004617871
advertising     	2	0.0004617871
tour            	2	0.0004617871
followed        	2	0.0004617871
aimed           	2	0.0004617871
mb              	2	0.0004617871
call            	2	0.0004617871
taken           	2	0.0004617871
neverending     	2	0.0004617871
door            	2	0.0004617871
ellaria         	2	0.0004617871
company         	2	0.0004617871
adapting        	2	0.0004617871
nina            	2	0.0004617871
alyssa          	2	0.0004617871
def             	2	0.0004617871
sphere          	2	0.0004617871
rather          	2	0.0004617871
explains        	2	0.0004617871
intended        	2	0.0004617871
adventure       	2	0.0004617871
mccaskill       	2	0.0004617871
stewart         	2	0.0004617871
cs1             	2	0.0004617871
eddard          	2	0.0004617871
mission         	2	0.0004617871
actually        	2	0.0004617871
categories      	2	0.0004617871
might           	2	0.0004617871
1900800         	2	0.0004617871
walls           	2	0.0004617871
oxford          	2	0.0004617871
1033910         	2	0.0004617871
presented       	2	0.0004617871
joel            	2	0.0004617871
fish            	2	0.0004617871
hard            	2	0.0004617871
really          	2	0.0004617871
samwell         	2	0.0004617871
mmv             	2	0.0004617871
horse           	2	0.0004617871
recast          	2	0.0004617871
similarly       	2	0.0004617871
feel            	2	0.0004617871
prudom          	2	0.0004617871
financed        	2	0.0004617871
least           	2	0.0004617871
master          	2	0.0004617871
hundred         	2	0.0004617871
hotel           	2	0.0004617871
favorable       	2	0.0004617871
albums          	2	0.0004617871
jquery          	2	0.0004617871
tvshowsondvd    	2	0.0004617871
playing         	2	0.0004617871
wikidata        	2	0.0004617871
null            	2	0.0004617871
orders          	2	0.0004617871
hires           	2	0.0004617871
monastery       	2	0.0004617871
plan            	2	0.0004617871
significant     	2	0.0004617871
services        	2	0.0004617871
cover           	2	0.0004617871
latest          	2	0.0004617871
thomas          	2	0.0004617871
phenomenon      	2	0.0004617871
copyright       	2	0.0004617871
gilly           	2	0.0004617871
dysfunctional   	2	0.0004617871
zap2it          	2	0.0004617871
toronto         	2	0.0004617871
closely         	2	0.0004617871
kill            	2	0.0004617871
creator         	2	0.0004617871
startup         	2	0.0004617871
tended          	2	0.0004617871
leslie          	2	0.0004617871
threats         	2	0.0004617871
westerosi       	2	0.0004617871
europe          	2	0.0004617871
sold            	2	0.0004617871
renews          	2	0.0004617871
annual          	2	0.0004617871
connection      	2	0.0004617871
smith           	2	0.0004617871
pirating        	2	0.0004617871
create          	2	0.0004617871
treatment       	2	0.0004617871
modern          	2	0.0004617871
receive         	2	0.0004617871
conception      	2	0.0004617871
replaced        	2	0.0004617871
32              	2	0.0004617871
von             	2	0.0004617871
itself          	2	0.0004617871
grant           	2	0.0004617871
rules           	2	0.0004617871
idhash          	2	0.0004617871
widely          	2	0.0004617871
shae            	2	0.0004617871
products        	2	0.0004617871
mountain        	2	0.0004617871
viewing         	2	0.0004617871
tarly           	2	0.0004617871
picks           	2	0.0004617871
know            	2	0.0004617871
250             	2	0.0004617871
dynastic        	2	0.0004617871
sydney          	2	0.0004617871
follows         	2	0.0004617871
scale           	2	0.0004617871
goldman         	2	0.0004617871
holmes          	2	0.0004617871
anatomy         	2	0.0004617871
anything        	2	0.0004617871
watchlist       	2	0.0004617871
within          	2	0.0004617871
primarily       	2	0.0004617871
katie           	2	0.0004617871
html5shiv       	2	0.0004617871
achievement     	2	0.0004617871
opens           	2	0.0004617871
files           	2	0.0004617871
rogue           	2	0.0004617871
jorah           	2	0.0004617871
1040            	2	0.0004617871
rickon          	2	0.0004617871
platforms       	2	0.0004617871
412             	2	0.0004617871
sometimes       	2	0.0004617871
armstrong       	2	0.0004617871
lya             	2	0.0004617871
polygon         	2	0.0004617871
reportedly      	2	0.0004617871
youtube         	2	0.0004617871
scream          	2	0.0004617871
having          	2	0.0004617871
navboxes        	2	0.0004617871
graves          	2	0.0004617871
canonical       	2	0.0004617871
send            	2	0.0004617871
literary        	2	0.0004617871
daario          	2	0.0004617871
fences          	2	0.0004617871
garden          	2	0.0004617871
cctv            	2	0.0004617871
facebook        	2	0.0004617871
notes           	2	0.0004617871
varys           	2	0.0004617871
race            	2	0.0004617871
picket          	2	0.0004617871
dohaeris        	2	0.0004617871
download        	2	0.0004617871
giving          	2	0.0004617871
capital         	2	0.0004617871
collins         	2	0.0004617871
respectively    	2	0.0004617871
others          	2	0.0004617871
sing            	2	0.0004617871
metro           	2	0.0004617871
technical       	2	0.0004617871
involved        	2	0.0004617871
implement       	2	0.0004617871
chains          	2	0.0004617871
names           	2	0.0004617871
apply           	2	0.0004617871
tools           	2	0.0004617871
egg             	2	0.0004617871
standing        	2	0.0004617871
usa             	2	0.0004617871
reflects        	2	0.0004617871
kain            	2	0.0004617871
started         	2	0.0004617871
becomes         	2	0.0004617871
heroes          	2	0.0004617871
841             	2	0.0004617871
costas          	2	0.0004617871
petrarca        	2	0.0004617871
island          	2	0.0004617871
gizmodo         	2	0.0004617871
struggles       	2	0.0004617871
comedy          	2	0.0004617871
946             	2	0.0004617871
lines           	2	0.0004617871
scoop           	2	0.0004617871
fastest         	2	0.0004617871
move            	2	0.0004617871
136             	2	0.0004617871
glee            	2	0.0004617871
2018            	2	0.0004617871
pending         	2	0.0004617871
024             	2	0.0004617871
outlines        	2	0.0004617871
tracey          	2	0.0004617871
studios         	2	0.0004617871
81              	2	0.0004617871
87              	2	0.0004617871
photos          	2	0.0004617871
277             	2	0.0004617871
narrative       	2	0.0004617871
achievements    	2	0.0004617871
frank           	2	0.0004617871
princess        	2	0.0004617871
length          	2	0.0004617871
derivations     	2	0.0004617871
south           	2	0.0004617871
classname       	2	0.0004617871
ancient         	2	0.0004617871
lou             	2	0.0004617871
steel           	2	0.0004617871
roberts         	2	0.0004617871
lover           	2	0.0004617871
visited         	2	0.0004617871
devotion        	2	0.0004617871
tommen          	2	0.0004617871
robot           	2	0.0004617871
seville         	2	0.0004617871
identifierswikipedia	2	0.0004617871
tale            	2	0.0004617871
davies          	2	0.0004617871
battles         	2	0.0004617871
mix             	2	0.0004617871
consensual      	2	0.0004617871
dutch           	2	0.0004617871
bytes           	2	0.0004617871
vengeance       	2	0.0004617871
eight           	2	0.0004617871
inspirations    	2	0.0004617871
chapters        	2	0.0004617871
pleased         	2	0.0004617871
handmaid        	2	0.0004617871
wear            	2	0.0004617871
miniseries      	2	0.0004617871
held            	2	0.0004617871
erik            	2	0.0004617871
elio            	2	0.0004617871
means           	2	0.0004617871
128             	2	0.0004617871
129             	2	0.0004617871
h               	2	0.0004617871
married         	2	0.0004617871
teams           	2	0.0004617871
national        	2	0.0004617871
module          	2	0.0004617871
legacy          	2	0.0004617871
terms           	2	0.0004617871
reform          	2	0.0004617871
lua             	2	0.0004617871
industries      	2	0.0004617871
joe             	2	0.0004617871
distribution    	2	0.0004617871
1500000         	2	0.0004617871
castles         	2	0.0004617871
387             	2	0.0004617871
interface       	2	0.0004617871
sara            	2	0.0004617871
suggested       	2	0.0004617871
mike            	2	0.0004617871
novellas        	2	0.0004617871
veep            	2	0.0004617871
sydow           	2	0.0004617871
unlike          	2	0.0004617871
madeleine       	2	0.0004617871
io9             	2	0.0004617871
almost          	2	0.0004617871
adventures      	2	0.0004617871
politics        	2	0.0004617871
matthew         	2	0.0004617871
parts           	2	0.0004617871
largest         	2	0.0004617871
units           	2	0.0004617871
gets            	2	0.0004617871
pdf             	2	0.0004617871
audio           	2	0.0004617871
renegotiated    	2	0.0004617871
42              	2	0.0004617871
skill           	2	0.0004617871
preprocessor    	2	0.0004617871
likes           	2	0.0004617871
jeff            	2	0.0004617871
sullivan        	2	0.0004617871
280             	2	0.0004617871
sonia           	2	0.0004617871
pc1             	2	0.0004617871
dove            	2	0.0004617871
110             	2	0.0004617871
lead            	2	0.0004617871
leader          	2	0.0004617871
schedule        	2	0.0004617871
rock            	2	0.0004617871
pp              	2	0.0004617871
expansion       	2	0.0004617871
infobox_television	2	0.0004617871
jam             	2	0.0004617871
getting         	2	0.0004617871
statement       	2	0.0004617871
missandei       	2	0.0004617871
biggest         	2	0.0004617871
exposure        	2	0.0004617871
buy             	2	0.0004617871
211             	2	0.0004617871
565             	2	0.0004617871
desktoparticletarget	2	0.0004617871
hd              	2	0.0004617871
davos           	2	0.0004617871
deaths          	2	0.0004617871
universal       	2	0.0004617871
buffy           	2	0.0004617871
boardwalk       	2	0.0004617871
inc             	2	0.0004617871
compared        	2	0.0004617871
48              	2	0.0004617871
46              	2	0.0004617871
41              	2	0.0004617871
474             	2	0.0004617871
ghost           	2	0.0004617871
weiland         	2	0.0004617871
jewel           	2	0.0004617871
trenton         	1	0.0002308936
eventlogging    	1	0.0002308936
hats            	1	0.0002308936
ullman          	1	0.0002308936
facilities      	1	0.0002308936
261             	1	0.0002308936
scheming        	1	0.0002308936
ricky           	1	0.0002308936
ceases          	1	0.0002308936
aug             	1	0.0002308936
perversions     	1	0.0002308936
160             	1	0.0002308936
hordes          	1	0.0002308936
luoma           	1	0.0002308936
shepherd        	1	0.0002308936
1958            	1	0.0002308936
merchant        	1	0.0002308936
toder           	1	0.0002308936
updated         	1	0.0002308936
waltons         	1	0.0002308936
dynamic         	1	0.0002308936
sapochnik       	1	0.0002308936
hdtv            	1	0.0002308936
every           	1	0.0002308936
jace            	1	0.0002308936
fireplace       	1	0.0002308936
novelsas        	1	0.0002308936
school          	1	0.0002308936
nfl             	1	0.0002308936
farscape        	1	0.0002308936
undoafter       	1	0.0002308936
ouarzazate      	1	0.0002308936
gaelic          	1	0.0002308936
soundtracks     	1	0.0002308936
succession      	1	0.0002308936
294             	1	0.0002308936
pornsenseless   	1	0.0002308936
292             	1	0.0002308936
293             	1	0.0002308936
290             	1	0.0002308936
291             	1	0.0002308936
foxtel          	1	0.0002308936
leaders         	1	0.0002308936
betsy           	1	0.0002308936
showcount       	1	0.0002308936
navigationtiming	1	0.0002308936
direct          	1	0.0002308936
braingames      	1	0.0002308936
270             	1	0.0002308936
271             	1	0.0002308936
believing       	1	0.0002308936
279             	1	0.0002308936
asin            	1	0.0002308936
dragonstone     	1	0.0002308936
frost           	1	0.0002308936
blum            	1	0.0002308936
beaten          	1	0.0002308936
contributed     	1	0.0002308936
causes          	1	0.0002308936
ko              	1	0.0002308936
seeks           	1	0.0002308936
shocks          	1	0.0002308936
deemed          	1	0.0002308936
simultaneously  	1	0.0002308936
hempstead       	1	0.0002308936
mechanisms      	1	0.0002308936
series2011      	1	0.0002308936
searchsuggest   	1	0.0002308936
108             	1	0.0002308936
103             	1	0.0002308936
referring       	1	0.0002308936
approaches      	1	0.0002308936
pdfprintable    	1	0.0002308936
jame            	1	0.0002308936
vaes            	1	0.0002308936
drn             	1	0.0002308936
ainsworth       	1	0.0002308936
aka             	1	0.0002308936
postponed       	1	0.0002308936
wgrestrictionedit	1	0.0002308936
criticism       	1	0.0002308936
divide          	1	0.0002308936
belongs         	1	0.0002308936
loveless        	1	0.0002308936
replace         	1	0.0002308936
moral           	1	0.0002308936
unshocking      	1	0.0002308936
broadcasters    	1	0.0002308936
forums          	1	0.0002308936
spaniards       	1	0.0002308936
crowning        	1	0.0002308936
negative        	1	0.0002308936
leaks           	1	0.0002308936
strike          	1	0.0002308936
preview         	1	0.0002308936
mw1275          	1	0.0002308936
boobage         	1	0.0002308936
wgrestrictionmove	1	0.0002308936
ltr             	1	0.0002308936
successful      	1	0.0002308936
escapism        	1	0.0002308936
phone           	1	0.0002308936
ghahremani      	1	0.0002308936
interaction     	1	0.0002308936
adult           	1	0.0002308936
smile           	1	0.0002308936
wgisarticle     	1	0.0002308936
directorial     	1	0.0002308936
morally         	1	0.0002308936
rights          	1	0.0002308936
wgmediavieweronclick	1	0.0002308936
exploitative    	1	0.0002308936
ms              	1	0.0002308936
concepts        	1	0.0002308936
exceptions      	1	0.0002308936
wgmfdisplaywikibasedescriptions	1	0.0002308936
wgmonthnames    	1	0.0002308936
fortress        	1	0.0002308936
vanities        	1	0.0002308936
give            	1	0.0002308936
gwendoline      	1	0.0002308936
dolphin         	1	0.0002308936
asbjoern        	1	0.0002308936
carice          	1	0.0002308936
woman           	1	0.0002308936
walsh           	1	0.0002308936
harold          	1	0.0002308936
attribution     	1	0.0002308936
pandorica       	1	0.0002308936
khatchatourian  	1	0.0002308936
provide         	1	0.0002308936
mcneil          	1	0.0002308936
returning       	1	0.0002308936
braids          	1	0.0002308936
20122014        	1	0.0002308936
13371453        	1	0.0002308936
hop             	1	0.0002308936
gate            	1	0.0002308936
cablers         	1	0.0002308936
stormborn       	1	0.0002308936
gamble          	1	0.0002308936
serenity        	1	0.0002308936
gaming          	1	0.0002308936
regional        	1	0.0002308936
arcs            	1	0.0002308936
insecure        	1	0.0002308936
voyaging        	1	0.0002308936
coster          	1	0.0002308936
wizards         	1	0.0002308936
20170904090020  	1	0.0002308936
craze           	1	0.0002308936
lap             	1	0.0002308936
pornucopia      	1	0.0002308936
mastodon        	1	0.0002308936
trogir          	1	0.0002308936
bootstrap       	1	0.0002308936
greek           	1	0.0002308936
complexity      	1	0.0002308936
candid          	1	0.0002308936
green           	1	0.0002308936
balancing       	1	0.0002308936
acknowledges    	1	0.0002308936
emotion         	1	0.0002308936
cumulative      	1	0.0002308936
murray          	1	0.0002308936
wgpreferredvariant	1	0.0002308936
ommegang        	1	0.0002308936
changescontact  	1	0.0002308936
peacekeeper     	1	0.0002308936
revenue         	1	0.0002308936
christie        	1	0.0002308936
doune           	1	0.0002308936
better          	1	0.0002308936
compelling      	1	0.0002308936
400             	1	0.0002308936
160m            	1	0.0002308936
preloadparams   	1	0.0002308936
shear           	1	0.0002308936
treme           	1	0.0002308936
2014all         	1	0.0002308936
weakness        	1	0.0002308936
peoples         	1	0.0002308936
throney         	1	0.0002308936
objects         	1	0.0002308936
band            	1	0.0002308936
bang            	1	0.0002308936
welby           	1	0.0002308936
rretrospective  	1	0.0002308936
santiponce      	1	0.0002308936
fear            	1	0.0002308936
blink           	1	0.0002308936
shadows         	1	0.0002308936
wgbackendresponsetime	1	0.0002308936
ascends         	1	0.0002308936
arrested        	1	0.0002308936
newpp           	1	0.0002308936
mildred         	1	0.0002308936
bradbury        	1	0.0002308936
mcfarlane       	1	0.0002308936
conflict        	1	0.0002308936
side            	1	0.0002308936
bone            	1	0.0002308936
mean            	1	0.0002308936
dissecting      	1	0.0002308936
meets           	1	0.0002308936
told            	1	0.0002308936
sinha           	1	0.0002308936
bluebolt        	1	0.0002308936
wgmfexpandallsectionsuseroption	1	0.0002308936
collector       	1	0.0002308936
doelger         	1	0.0002308936
wgflaggedrevsparams	1	0.0002308936
paskin          	1	0.0002308936
watchtoken      	1	0.0002308936
